Technique ID,Technique Name,Sentences
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a file header.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in the white space of a document.
T1132,Data encoding,The attacker used a custom encoding method to encode the data in a way that resembled a legitimate email attachment.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in the comments section of a file.
T1132,Data encoding,The attacker used a custom algorithm to encode the data in a way that resembled a legitimate executable file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a legitimate-looking file.
T1132,Data encoding,The attacker used a custom algorithm to encode the data in a way that resembled a legitimate PDF file.
T1132,Data encoding,The attacker used a custom algorithm to encode the data in a way that resembled a legitimate zip file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a legitimate-looking document.
T1132,Data encoding,The attacker used a custom algorithm to encode the data
T1132,Data encoding,The attacker used hexadecimal encoding to obfuscate the payload.
T1132,Data encoding,The attacker used a Caesar cipher to encode the data.
T1132,Data encoding,The attacker used LSB steganography to hide data in images.
T1132,Data encoding,The attacker used a hybrid encryption algorithm to protect the stolen data.
T1132,Data encoding,The attacker used a Vigen̬re cipher to mask the data.
T1132,Data encoding,The attacker used an SSH tunnel to encrypt the data in transit.
T1132,Data encoding,The attacker used a proprietary encryption algorithm to obfuscate the data.
T1132,Data encoding,The attacker used a ROT47 encryption to obfuscate the data.
T1132,Data encoding,The attacker used a triple XOR encryption to encode the data.
T1132,Data encoding,The attacker used a Vernam cipher to protect the data.
T1132,Data encoding,The attacker used a Huffman coding algorithm to encode the data.
T1132,Data encoding,The attacker used a private key encryption algorithm to protect the data.
T1132,Data encoding,The attacker used a custom encoding method to hide the data in an innocuous-looking file.
T1132,Data encoding,The attacker used a SHA-256 hash function to encode the data.
T1132,Data encoding,The attacker used an elliptic curve encryption algorithm to protect the data.
T1132,Data encoding,The attacker used a combination of steganography and encryption to protect the data.
T1132,Data encoding,The attacker used a modified Caesar cipher to obfuscate the data.
T1132,Data encoding,The attacker used an HTTPS connection to encrypt the data in transit.
T1132,Data encoding,The attacker used a transposition cipher to encode the data.
T1132,Data encoding,The attacker used a custom steganography tool to hide the data in plain sight.
T1132,Data encoding,The attacker used a custom algorithm to encode the data in the metadata of a file.
T1132,Data encoding,The attacker used a combination of encoding and compression to protect the data.
T1132,Data encoding,The attacker used a novel steganography method to hide the data in images.
T1132,Data encoding,The attacker used a custom encryption algorithm to protect the data at rest.
T1132,Data encoding,The attacker used a rail fence cipher to obfuscate the data.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a legitimate-looking file extension.
T1132,Data encoding,The attacker used a substitution cipher with a changing key to encode the data.
T1132,Data encoding,The attacker used a custom algorithm to encode the data in a way that resembled a legitimate HTTP request.
T1132,Data encoding,The attacker used a modified transposition cipher to obfuscate the data.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in the comments section of a legitimate-looking file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a JavaScript file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a CSS file.
T1132,Data encoding,The attacker used a custom algorithm to encode the data in a way that resembled a legitimate XML file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in an ASCII art file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a font file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in an icon file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a bitmap image file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a GIF image file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a PNG image file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a JPEG image file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in an MP3 audio file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in an AVI video file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a WMV video file.
T1132,Data encoding,The attacker used a custom algorithm to hide the data in a MOV video file
T1047,Windows Management Instrumentation,The attacker used WMI to execute code on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to gather system information from the target.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely execute PowerShell scripts.
T1047,Windows Management Instrumentation,The attacker used WMI to create a persistent backdoor on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to create scheduled tasks on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to modify the Windows Registry on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to execute commands on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to download and execute malware on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to enumerate user accounts on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to enumerate running processes on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to query for open network ports on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely modify Windows services on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to query the Windows event logs on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely control the target system's mouse and keyboard.
T1047,Windows Management Instrumentation,The attacker used WMI to modify the target system's firewall settings.
T1047,Windows Management Instrumentation,The attacker used WMI to query and modify Windows permissions on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely install software on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to query and modify the target system's environment variables.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely shut down or reboot the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to query and modify the target system's user accounts.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely access and modify the target system's files and folders.
T1047,Windows Management Instrumentation,The attacker used WMI to query and modify the target system's group policies.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely capture screenshots on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to query and modify the target system's network settings.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely dump the target system's memory.
T1047,Windows Management Instrumentation,The attacker used WMI to query and modify the target system's scheduled tasks.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely access the target system's webcam.
T1047,Windows Management Instrumentation,The attacker used WMI to query and modify the target system's security settings.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely log keystrokes on the target system.
T1047,Windows Management Instrumentation,The attacker used WMI to query and modify the target system's installed software.
T1047,Windows Management Instrumentation,The attacker used WMI to remotely access the target system's microphone.
T1047,Windows Management Instrumentation,The attacker used WMI to query and modify the target system's system settings.
